Variables = "iter""Cx""Cy""Cx_p""Cy_p""Cx_v""Cy_v""Axial(imin) - (N)""Axial(imax) - (N)""Axial(jmin) - (N)""Axial(jmax) - (N)""Normal(imin) - (N)""Normal(imax) - (N)""Normal(jmin) - (N)""Normal(jmax) - (N)"
zone t="blck 001"
Datapacking = POINT
        0 -0.518156225146967E-01  0.594938147774409E+00 -0.518156225146967E-01  0.594938147774409E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00 -0.518156225146967E-01  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.594938147774409E+00  0.000000000000000E+00
        1 -0.518148676792558E-01  0.594997817653808E+00 -0.518148676792558E-01  0.594997817653808E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00 -0.518148676792558E-01  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.594997817653808E+00  0.000000000000000E+00
        2 -0.518129752731781E-01  0.595049462041653E+00 -0.518129752731781E-01  0.595049462041653E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00 -0.518129752731781E-01  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.595049462041653E+00  0.000000000000000E+00
        3 -0.518102040665479E-01  0.595094240030865E+00 -0.518102040665479E-01  0.595094240030865E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00 -0.518102040665479E-01  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.595094240030865E+00  0.000000000000000E+00
        4 -0.518067654977296E-01  0.595133119618737E+00 -0.518067654977296E-01  0.595133119618737E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00 -0.518067654977296E-01  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.595133119618737E+00  0.000000000000000E+00
        5 -0.518028314572847E-01  0.595166916368820E+00 -0.518028314572847E-01  0.595166916368820E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00 -0.518028314572847E-01  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.595166916368820E+00  0.000000000000000E+00
        6 -0.517985435048262E-01  0.595196324810794E+00 -0.517985435048262E-01  0.595196324810794E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00 -0.517985435048262E-01  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.595196324810794E+00  0.000000000000000E+00
        7 -0.517940172930216E-01  0.595221943056406E+00 -0.517940172930216E-01  0.595221943056406E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00 -0.517940172930216E-01  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.595221943056406E+00  0.000000000000000E+00
        8 -0.517893449024333E-01  0.595244274716193E+00 -0.517893449024333E-01  0.595244274716193E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00 -0.517893449024333E-01  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.595244274716193E+00  0.000000000000000E+00
        9 -0.517845987722586E-01  0.595263736614747E+00 -0.517845987722586E-01  0.595263736614747E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00 -0.517845987722586E-01  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00  0.595263736614747E+00  0.000000000000000E+00
